sample_index,original_orientation,orientation,time_ms,uncalibrated_y_g,ideal_y_g,signed_error_g
1200,-X,+Y,177007,1.015000000,1.0,0.015000000
1201,-X,+Y,177087,1.017000000,1.0,0.017000000
1202,-X,+Y,177168,1.020000000,1.0,0.020000000
1203,-X,+Y,177247,1.016000000,1.0,0.016000000
1204,-X,+Y,177328,1.017000000,1.0,0.017000000
1205,-X,+Y,177407,1.017000000,1.0,0.017000000
1206,-X,+Y,177488,1.019000000,1.0,0.019000000
1207,-X,+Y,177567,1.017000000,1.0,0.017000000
1208,-X,+Y,177648,1.015000000,1.0,0.015000000
1209,-X,+Y,177727,1.016000000,1.0,0.016000000
1210,-X,+Y,177807,1.020000000,1.0,0.020000000
1211,-X,+Y,177887,1.020000000,1.0,0.020000000
1212,-X,+Y,177967,1.020000000,1.0,0.020000000
1213,-X,+Y,178048,1.022000000,1.0,0.022000000
1214,-X,+Y,178127,1.017000000,1.0,0.017000000
1215,-X,+Y,178208,1.021000000,1.0,0.021000000
1216,-X,+Y,178287,1.022000000,1.0,0.022000000
1217,-X,+Y,178368,1.022000000,1.0,0.022000000
1218,-X,+Y,178447,1.028000000,1.0,0.028000000
1219,-X,+Y,178528,1.014000000,1.0,0.014000000
1220,-X,+Y,178607,1.014000000,1.0,0.014000000
1221,-X,+Y,178688,1.014000000,1.0,0.014000000
1222,-X,+Y,178767,1.016000000,1.0,0.016000000
1223,-X,+Y,178847,1.019000000,1.0,0.019000000
1224,-X,+Y,178928,1.019000000,1.0,0.019000000
1225,-X,+Y,179007,1.016000000,1.0,0.016000000
1226,-X,+Y,179088,1.016000000,1.0,0.016000000
1227,-X,+Y,179167,1.016000000,1.0,0.016000000
1228,-X,+Y,179248,1.016000000,1.0,0.016000000
1229,-X,+Y,179327,1.016000000,1.0,0.016000000
1230,-X,+Y,179408,1.019000000,1.0,0.019000000
1231,-X,+Y,179487,1.031000000,1.0,0.031000000
1232,-X,+Y,179567,1.019000000,1.0,0.019000000
1233,-X,+Y,179648,1.014000000,1.0,0.014000000
1234,-X,+Y,179727,1.017000000,1.0,0.017000000
1235,-X,+Y,179808,1.016000000,1.0,0.016000000
1236,-X,+Y,179887,1.014000000,1.0,0.014000000
1237,-X,+Y,179968,1.016000000,1.0,0.016000000
1238,-X,+Y,180047,1.018000000,1.0,0.018000000
1239,-X,+Y,180128,1.024000000,1.0,0.024000000
1240,-X,+Y,180207,1.019000000,1.0,0.019000000
1241,-X,+Y,180288,1.019000000,1.0,0.019000000
1242,-X,+Y,180367,1.017000000,1.0,0.017000000
1243,-X,+Y,180447,1.016000000,1.0,0.016000000
1244,-X,+Y,180528,1.019000000,1.0,0.019000000
1245,-X,+Y,180607,1.016000000,1.0,0.016000000
1246,-X,+Y,180688,1.016000000,1.0,0.016000000
1247,-X,+Y,180767,1.015000000,1.0,0.015000000
1248,-X,+Y,180848,1.016000000,1.0,0.016000000
1249,-X,+Y,180927,1.016000000,1.0,0.016000000
1250,-X,+Y,181008,1.017000000,1.0,0.017000000
1251,-X,+Y,181087,1.027000000,1.0,0.027000000
1252,-X,+Y,181168,1.020000000,1.0,0.020000000
1253,-X,+Y,181247,1.020000000,1.0,0.020000000
1254,-X,+Y,181327,1.020000000,1.0,0.020000000
1255,-X,+Y,181408,1.022000000,1.0,0.022000000
1256,-X,+Y,181487,1.019000000,1.0,0.019000000
1257,-X,+Y,181568,1.020000000,1.0,0.020000000
1258,-X,+Y,181647,1.022000000,1.0,0.022000000
1259,-X,+Y,181728,1.016000000,1.0,0.016000000
1260,-X,+Y,181807,1.015000000,1.0,0.015000000
1261,-X,+Y,181888,1.016000000,1.0,0.016000000
1262,-X,+Y,181967,1.016000000,1.0,0.016000000
1263,-X,+Y,182047,1.017000000,1.0,0.017000000
1264,-X,+Y,182127,1.020000000,1.0,0.020000000
1265,-X,+Y,182207,1.016000000,1.0,0.016000000
1266,-X,+Y,182288,1.016000000,1.0,0.016000000
1267,-X,+Y,182367,1.020000000,1.0,0.020000000
1268,-X,+Y,182448,1.013000000,1.0,0.013000000
1269,-X,+Y,182527,1.019000000,1.0,0.019000000
1270,-X,+Y,182608,1.019000000,1.0,0.019000000
1271,-X,+Y,182687,1.022000000,1.0,0.022000000
1272,-X,+Y,182768,1.017000000,1.0,0.017000000
1273,-X,+Y,182847,1.020000000,1.0,0.020000000
1274,-X,+Y,182928,1.015000000,1.0,0.015000000
1275,-X,+Y,183007,1.011000000,1.0,0.011000000
1276,-X,+Y,183087,1.015000000,1.0,0.015000000
1277,-X,+Y,183167,1.016000000,1.0,0.016000000
1278,-X,+Y,183247,1.016000000,1.0,0.016000000
1279,-X,+Y,183328,1.020000000,1.0,0.020000000
1280,-X,+Y,183407,1.020000000,1.0,0.020000000
1281,-X,+Y,183488,1.020000000,1.0,0.020000000
1282,-X,+Y,183567,1.020000000,1.0,0.020000000
1283,-X,+Y,183648,1.016000000,1.0,0.016000000
1284,-X,+Y,183727,1.014000000,1.0,0.014000000
1285,-X,+Y,183808,1.017000000,1.0,0.017000000
1286,-X,+Y,183887,1.017000000,1.0,0.017000000
1287,-X,+Y,183967,1.024000000,1.0,0.024000000
1288,-X,+Y,184047,1.020000000,1.0,0.020000000
1289,-X,+Y,184127,1.015000000,1.0,0.015000000
1290,-X,+Y,184208,1.015000000,1.0,0.015000000
1291,-X,+Y,184287,1.023000000,1.0,0.023000000
1292,-X,+Y,184368,1.020000000,1.0,0.020000000
1293,-X,+Y,184447,1.027000000,1.0,0.027000000
1294,-X,+Y,184528,1.020000000,1.0,0.020000000
1295,-X,+Y,184607,1.016000000,1.0,0.016000000
1296,-X,+Y,184688,1.017000000,1.0,0.017000000
1297,-X,+Y,184767,1.020000000,1.0,0.020000000
1298,-X,+Y,184847,1.020000000,1.0,0.020000000
1299,-X,+Y,184927,1.012000000,1.0,0.012000000
1300,-X,+Y,185007,1.017000000,1.0,0.017000000
1301,-X,+Y,185088,1.027000000,1.0,0.027000000
1302,-X,+Y,185167,1.016000000,1.0,0.016000000
1303,-X,+Y,185248,1.016000000,1.0,0.016000000
1304,-X,+Y,185327,1.017000000,1.0,0.017000000
1305,-X,+Y,185408,1.022000000,1.0,0.022000000
1306,-X,+Y,185487,1.016000000,1.0,0.016000000
1307,-X,+Y,185567,1.017000000,1.0,0.017000000
1308,-X,+Y,185647,1.020000000,1.0,0.020000000
1309,-X,+Y,185727,1.016000000,1.0,0.016000000
1310,-X,+Y,185808,1.020000000,1.0,0.020000000
1311,-X,+Y,185887,1.025000000,1.0,0.025000000
1312,-X,+Y,185968,1.022000000,1.0,0.022000000
1313,-X,+Y,186047,1.016000000,1.0,0.016000000
1314,-X,+Y,186128,1.020000000,1.0,0.020000000
1315,-X,+Y,186207,1.020000000,1.0,0.020000000
1316,-X,+Y,186288,1.020000000,1.0,0.020000000
1317,-X,+Y,186367,1.020000000,1.0,0.020000000
1318,-X,+Y,186447,1.020000000,1.0,0.020000000
1319,-X,+Y,186528,1.016000000,1.0,0.016000000
1320,-X,+Y,186607,1.011000000,1.0,0.011000000
1321,-X,+Y,186688,1.019000000,1.0,0.019000000
1322,-X,+Y,186767,1.016000000,1.0,0.016000000
1323,-X,+Y,186848,1.020000000,1.0,0.020000000
1324,-X,+Y,186927,1.017000000,1.0,0.017000000
1325,-X,+Y,187008,1.024000000,1.0,0.024000000
1326,-X,+Y,187087,1.025000000,1.0,0.025000000
1327,-X,+Y,187168,1.025000000,1.0,0.025000000
1328,-X,+Y,187247,1.015000000,1.0,0.015000000
1329,-X,+Y,187327,1.021000000,1.0,0.021000000
1330,-X,+Y,187407,1.020000000,1.0,0.020000000
1331,-X,+Y,187487,1.017000000,1.0,0.017000000
1332,-X,+Y,187568,1.016000000,1.0,0.016000000
1333,-X,+Y,187647,1.016000000,1.0,0.016000000
1334,-X,+Y,187728,1.020000000,1.0,0.020000000
1335,-X,+Y,187807,1.023000000,1.0,0.023000000
1336,-X,+Y,187888,1.017000000,1.0,0.017000000
1337,-X,+Y,187967,1.016000000,1.0,0.016000000
1338,-X,+Y,188047,1.020000000,1.0,0.020000000
1339,-X,+Y,188127,1.020000000,1.0,0.020000000
1340,-X,+Y,188207,1.014000000,1.0,0.014000000
1341,-X,+Y,188288,1.016000000,1.0,0.016000000
1342,-X,+Y,188367,1.023000000,1.0,0.023000000
1343,-X,+Y,188448,1.017000000,1.0,0.017000000
1344,-X,+Y,188527,1.015000000,1.0,0.015000000
1345,-X,+Y,188608,1.016000000,1.0,0.016000000
1346,-X,+Y,188687,1.017000000,1.0,0.017000000
1347,-X,+Y,188768,1.019000000,1.0,0.019000000
1348,-X,+Y,188847,1.020000000,1.0,0.020000000
1349,-X,+Y,188928,1.016000000,1.0,0.016000000
1350,-X,+Y,189007,1.020000000,1.0,0.020000000
1351,-X,+Y,189087,1.017000000,1.0,0.017000000
1352,-X,+Y,189167,1.017000000,1.0,0.017000000
1353,-X,+Y,189247,1.025000000,1.0,0.025000000
1354,-X,+Y,189328,1.019000000,1.0,0.019000000
1355,-X,+Y,189407,1.020000000,1.0,0.020000000
1356,-X,+Y,189488,1.014000000,1.0,0.014000000
1357,-X,+Y,189567,1.016000000,1.0,0.016000000
1358,-X,+Y,189648,1.022000000,1.0,0.022000000
1359,-X,+Y,189727,1.016000000,1.0,0.016000000
1360,-X,+Y,189808,1.016000000,1.0,0.016000000
1361,-X,+Y,189887,1.031000000,1.0,0.031000000
1362,-X,+Y,189968,1.022000000,1.0,0.022000000
1363,-X,+Y,190047,1.020000000,1.0,0.020000000
1364,-X,+Y,190127,1.020000000,1.0,0.020000000
1365,-X,+Y,190208,1.017000000,1.0,0.017000000
1366,-X,+Y,190287,1.016000000,1.0,0.016000000
1367,-X,+Y,190368,1.017000000,1.0,0.017000000
1368,-X,+Y,190447,1.014000000,1.0,0.014000000
1369,-X,+Y,190528,1.014000000,1.0,0.014000000
1370,-X,+Y,190607,1.016000000,1.0,0.016000000
1371,-X,+Y,190688,1.020000000,1.0,0.020000000
1372,-X,+Y,190767,1.023000000,1.0,0.023000000
1373,-X,+Y,190847,1.025000000,1.0,0.025000000
1374,-X,+Y,190928,1.016000000,1.0,0.016000000
1375,-X,+Y,191007,1.016000000,1.0,0.016000000
1376,-X,+Y,191088,1.016000000,1.0,0.016000000
1377,-X,+Y,191167,1.015000000,1.0,0.015000000
1378,-X,+Y,191248,1.016000000,1.0,0.016000000
1379,-X,+Y,191327,1.016000000,1.0,0.016000000
1380,-X,+Y,191408,1.017000000,1.0,0.017000000
1381,-X,+Y,191487,1.020000000,1.0,0.020000000
1382,-X,+Y,191567,1.016000000,1.0,0.016000000
1383,-X,+Y,191647,1.016000000,1.0,0.016000000
1384,-X,+Y,191727,1.023000000,1.0,0.023000000
1385,-X,+Y,191808,1.030000000,1.0,0.030000000
1386,-X,+Y,191887,1.016000000,1.0,0.016000000
1387,-X,+Y,191968,1.017000000,1.0,0.017000000
1388,-X,+Y,192047,1.015000000,1.0,0.015000000
1389,-X,+Y,192128,1.015000000,1.0,0.015000000
1390,-X,+Y,192207,1.016000000,1.0,0.016000000
1391,-X,+Y,192288,1.019000000,1.0,0.019000000
1392,-X,+Y,192367,1.016000000,1.0,0.016000000
1393,-X,+Y,192448,1.016000000,1.0,0.016000000
1394,-X,+Y,192527,1.018000000,1.0,0.018000000
1395,-X,+Y,192607,1.017000000,1.0,0.017000000
1396,-X,+Y,192687,1.023000000,1.0,0.023000000
1397,-X,+Y,192767,1.014000000,1.0,0.014000000
1398,-X,+Y,192848,1.012000000,1.0,0.012000000
1399,-X,+Y,192927,1.016000000,1.0,0.016000000
1400,-X,+Y,193008,1.020000000,1.0,0.020000000
1401,-X,+Y,193087,1.020000000,1.0,0.020000000
1402,-X,+Y,193168,1.014000000,1.0,0.014000000
1403,-X,+Y,193247,1.016000000,1.0,0.016000000
1404,-X,+Y,193328,1.020000000,1.0,0.020000000
1405,-X,+Y,193407,1.014000000,1.0,0.014000000
1406,-X,+Y,193487,1.023000000,1.0,0.023000000
1407,-X,+Y,193567,1.016000000,1.0,0.016000000
1408,-X,+Y,193647,1.020000000,1.0,0.020000000
1409,-X,+Y,193728,1.019000000,1.0,0.019000000
1410,-X,+Y,193807,1.020000000,1.0,0.020000000
1411,-X,+Y,193888,1.020000000,1.0,0.020000000
1412,-X,+Y,193967,1.024000000,1.0,0.024000000
1413,-X,+Y,194048,1.024000000,1.0,0.024000000
1414,-X,+Y,194127,1.020000000,1.0,0.020000000
1415,-X,+Y,194207,1.016000000,1.0,0.016000000
1416,-X,+Y,194287,1.027000000,1.0,0.027000000
1417,-X,+Y,194367,1.022000000,1.0,0.022000000
1418,-X,+Y,194448,1.019000000,1.0,0.019000000
1419,-X,+Y,194527,1.016000000,1.0,0.016000000
1420,-X,+Y,194608,1.017000000,1.0,0.017000000
1421,-X,+Y,194687,1.016000000,1.0,0.016000000
1422,-X,+Y,194768,1.020000000,1.0,0.020000000
1423,-X,+Y,194847,1.020000000,1.0,0.020000000
1424,-X,+Y,194928,1.016000000,1.0,0.016000000
1425,-X,+Y,195007,1.016000000,1.0,0.016000000
1426,-X,+Y,195087,1.020000000,1.0,0.020000000
1427,-X,+Y,195168,1.011000000,1.0,0.011000000
1428,-X,+Y,195247,1.023000000,1.0,0.023000000
1429,-X,+Y,195328,1.017000000,1.0,0.017000000
1430,-X,+Y,195407,1.020000000,1.0,0.020000000
1431,-X,+Y,195488,1.015000000,1.0,0.015000000
1432,-X,+Y,195567,1.019000000,1.0,0.019000000
1433,-X,+Y,195648,1.016000000,1.0,0.016000000
1434,-X,+Y,195727,1.020000000,1.0,0.020000000
1435,-X,+Y,195808,1.020000000,1.0,0.020000000
1436,-X,+Y,195887,1.017000000,1.0,0.017000000
1437,-X,+Y,195967,1.016000000,1.0,0.016000000
1438,-X,+Y,196048,1.016000000,1.0,0.016000000
1439,-X,+Y,196127,1.027000000,1.0,0.027000000
1440,-X,+Y,196208,1.015000000,1.0,0.015000000
1441,-X,+Y,196287,1.016000000,1.0,0.016000000
1442,-X,+Y,196368,1.016000000,1.0,0.016000000
1443,-X,+Y,196447,1.016000000,1.0,0.016000000
1444,-X,+Y,196528,1.012000000,1.0,0.012000000
1445,-X,+Y,196607,1.020000000,1.0,0.020000000
1446,-X,+Y,196687,1.016000000,1.0,0.016000000
1447,-X,+Y,196767,1.017000000,1.0,0.017000000
1448,-X,+Y,196847,1.016000000,1.0,0.016000000
1449,-X,+Y,196928,1.014000000,1.0,0.014000000
1450,-X,+Y,197007,1.014000000,1.0,0.014000000
1451,-X,+Y,197088,1.016000000,1.0,0.016000000
1452,-X,+Y,197167,1.022000000,1.0,0.022000000
1453,-X,+Y,197248,1.017000000,1.0,0.017000000
1454,-X,+Y,197327,1.020000000,1.0,0.020000000
1455,-X,+Y,197408,1.016000000,1.0,0.016000000
1456,-X,+Y,197487,1.014000000,1.0,0.014000000
1457,-X,+Y,197567,1.019000000,1.0,0.019000000
1458,-X,+Y,197647,1.017000000,1.0,0.017000000
1459,-X,+Y,197727,1.020000000,1.0,0.020000000
1460,-X,+Y,197808,1.016000000,1.0,0.016000000
1461,-X,+Y,197887,1.017000000,1.0,0.017000000
1462,-X,+Y,197968,1.017000000,1.0,0.017000000
1463,-X,+Y,198047,1.028000000,1.0,0.028000000
1464,-X,+Y,198128,1.020000000,1.0,0.020000000
1465,-X,+Y,198207,1.016000000,1.0,0.016000000
1466,-X,+Y,198288,1.014000000,1.0,0.014000000
1467,-X,+Y,198367,1.016000000,1.0,0.016000000
1468,-X,+Y,198448,1.015000000,1.0,0.015000000
1469,-X,+Y,198527,1.020000000,1.0,0.020000000
1470,-X,+Y,198607,1.020000000,1.0,0.020000000
1471,-X,+Y,198688,1.017000000,1.0,0.017000000
1472,-X,+Y,198767,1.016000000,1.0,0.016000000
1473,-X,+Y,198848,1.020000000,1.0,0.020000000
1474,-X,+Y,198927,1.020000000,1.0,0.020000000
1475,-X,+Y,199008,1.023000000,1.0,0.023000000
1476,-X,+Y,199087,1.019000000,1.0,0.019000000
1477,-X,+Y,199168,1.016000000,1.0,0.016000000
1478,-X,+Y,199247,1.016000000,1.0,0.016000000
1479,-X,+Y,199327,1.020000000,1.0,0.020000000
1480,-X,+Y,199408,1.016000000,1.0,0.016000000
1481,-X,+Y,199487,1.017000000,1.0,0.017000000
1482,-X,+Y,199568,1.020000000,1.0,0.020000000
1483,-X,+Y,199647,1.015000000,1.0,0.015000000
1484,-X,+Y,199728,1.017000000,1.0,0.017000000
1485,-X,+Y,199807,1.016000000,1.0,0.016000000
1486,-X,+Y,199888,1.017000000,1.0,0.017000000
1487,-X,+Y,199967,1.017000000,1.0,0.017000000
1488,-X,+Y,200048,1.019000000,1.0,0.019000000
1489,-X,+Y,200127,1.020000000,1.0,0.020000000
1490,-X,+Y,200207,1.020000000,1.0,0.020000000
1491,-X,+Y,200287,1.027000000,1.0,0.027000000
1492,-X,+Y,200367,1.020000000,1.0,0.020000000
1493,-X,+Y,200448,1.014000000,1.0,0.014000000
1494,-X,+Y,200527,1.016000000,1.0,0.016000000
1495,-X,+Y,200608,1.017000000,1.0,0.017000000
1496,-X,+Y,200687,1.027000000,1.0,0.027000000
1497,-X,+Y,200768,1.016000000,1.0,0.016000000
1498,-X,+Y,200847,1.023000000,1.0,0.023000000
1499,-X,+Y,200928,1.023000000,1.0,0.023000000
1500,-X,+Y,201007,1.022000000,1.0,0.022000000
1501,-X,+Y,201088,1.017000000,1.0,0.017000000
1502,-X,+Y,201167,1.025000000,1.0,0.025000000
1503,-X,+Y,201248,1.022000000,1.0,0.022000000
1504,-X,+Y,201327,1.020000000,1.0,0.020000000
1505,-X,+Y,201407,1.012000000,1.0,0.012000000
1506,-X,+Y,201488,1.016000000,1.0,0.016000000
1507,-X,+Y,201567,1.016000000,1.0,0.016000000
1508,-X,+Y,201648,1.023000000,1.0,0.023000000
1509,-X,+Y,201727,1.017000000,1.0,0.017000000
1510,-X,+Y,201808,1.014000000,1.0,0.014000000
1511,-X,+Y,201887,1.014000000,1.0,0.014000000
1512,-X,+Y,201968,1.020000000,1.0,0.020000000
1513,-X,+Y,202047,1.020000000,1.0,0.020000000
1514,-X,+Y,202127,1.016000000,1.0,0.016000000
1515,-X,+Y,202207,1.022000000,1.0,0.022000000
1516,-X,+Y,202287,1.017000000,1.0,0.017000000
1517,-X,+Y,202368,1.019000000,1.0,0.019000000
1518,-X,+Y,202447,1.020000000,1.0,0.020000000
1519,-X,+Y,202528,1.016000000,1.0,0.016000000
1520,-X,+Y,202607,1.023000000,1.0,0.023000000
1521,-X,+Y,202688,1.022000000,1.0,0.022000000
1522,-X,+Y,202767,1.017000000,1.0,0.017000000
1523,-X,+Y,202848,1.016000000,1.0,0.016000000
1524,-X,+Y,202927,1.016000000,1.0,0.016000000
1525,-X,+Y,203007,1.017000000,1.0,0.017000000
1526,-X,+Y,203088,1.015000000,1.0,0.015000000
1527,-X,+Y,203167,1.017000000,1.0,0.017000000
1528,-X,+Y,203248,1.017000000,1.0,0.017000000
1529,-X,+Y,203327,1.016000000,1.0,0.016000000
1530,-X,+Y,203408,1.023000000,1.0,0.023000000
1531,-X,+Y,203487,1.024000000,1.0,0.024000000
1532,-X,+Y,203568,1.020000000,1.0,0.020000000
1533,-X,+Y,203647,1.023000000,1.0,0.023000000
1534,-X,+Y,203727,1.016000000,1.0,0.016000000
1535,-X,+Y,203807,1.019000000,1.0,0.019000000
1536,-X,+Y,203887,1.019000000,1.0,0.019000000
1537,-X,+Y,203968,1.016000000,1.0,0.016000000
1538,-X,+Y,204047,1.016000000,1.0,0.016000000
1539,-X,+Y,204128,1.023000000,1.0,0.023000000
1540,-X,+Y,204207,1.016000000,1.0,0.016000000
1541,-X,+Y,204288,1.020000000,1.0,0.020000000
1542,-X,+Y,204367,1.027000000,1.0,0.027000000
1543,-X,+Y,204448,1.020000000,1.0,0.020000000
1544,-X,+Y,204527,1.020000000,1.0,0.020000000
1545,-X,+Y,204607,1.016000000,1.0,0.016000000
1546,-X,+Y,204687,1.020000000,1.0,0.020000000
1547,-X,+Y,204767,1.022000000,1.0,0.022000000
1548,-X,+Y,204848,1.022000000,1.0,0.022000000
1549,-X,+Y,204927,1.017000000,1.0,0.017000000
1550,-X,+Y,205008,1.017000000,1.0,0.017000000
1551,-X,+Y,205087,1.016000000,1.0,0.016000000
1552,-X,+Y,205168,1.016000000,1.0,0.016000000
1553,-X,+Y,205247,1.023000000,1.0,0.023000000
1554,-X,+Y,205328,1.020000000,1.0,0.020000000
1555,-X,+Y,205407,1.015000000,1.0,0.015000000
1556,-X,+Y,205488,1.011000000,1.0,0.011000000
1557,-X,+Y,205567,1.012000000,1.0,0.012000000
1558,-X,+Y,205647,1.017000000,1.0,0.017000000
1559,-X,+Y,205727,1.017000000,1.0,0.017000000
1560,-X,+Y,205807,1.017000000,1.0,0.017000000
1561,-X,+Y,205888,1.016000000,1.0,0.016000000
1562,-X,+Y,205967,1.020000000,1.0,0.020000000
1563,-X,+Y,206048,1.027000000,1.0,0.027000000
1564,-X,+Y,206127,1.017000000,1.0,0.017000000
1565,-X,+Y,206208,1.016000000,1.0,0.016000000
1566,-X,+Y,206287,1.015000000,1.0,0.015000000
1567,-X,+Y,206368,1.022000000,1.0,0.022000000
1568,-X,+Y,206447,1.014000000,1.0,0.014000000
1569,-X,+Y,206527,1.027000000,1.0,0.027000000
1570,-X,+Y,206607,1.020000000,1.0,0.020000000
1571,-X,+Y,206687,1.016000000,1.0,0.016000000
1572,-X,+Y,206768,1.011000000,1.0,0.011000000
1573,-X,+Y,206847,1.011000000,1.0,0.011000000
1574,-X,+Y,206928,1.016000000,1.0,0.016000000
1575,-X,+Y,207007,1.030000000,1.0,0.030000000
1576,-X,+Y,207088,1.020000000,1.0,0.020000000
1577,-X,+Y,207167,1.024000000,1.0,0.024000000
1578,-X,+Y,207248,1.016000000,1.0,0.016000000
1579,-X,+Y,207327,1.014000000,1.0,0.014000000
1580,-X,+Y,207407,1.015000000,1.0,0.015000000
1581,-X,+Y,207487,1.015000000,1.0,0.015000000
1582,-X,+Y,207567,1.022000000,1.0,0.022000000
1583,-X,+Y,207648,1.020000000,1.0,0.020000000
1584,-X,+Y,207727,1.020000000,1.0,0.020000000
1585,-X,+Y,207808,1.020000000,1.0,0.020000000
1586,-X,+Y,207887,1.023000000,1.0,0.023000000
1587,-X,+Y,207968,1.020000000,1.0,0.020000000
1588,-X,+Y,208047,1.016000000,1.0,0.016000000
1589,-X,+Y,208128,1.014000000,1.0,0.014000000
1590,-X,+Y,208207,1.017000000,1.0,0.017000000
1591,-X,+Y,208288,1.017000000,1.0,0.017000000
1592,-X,+Y,208367,1.017000000,1.0,0.017000000
1593,-X,+Y,208447,1.017000000,1.0,0.017000000
1594,-X,+Y,208527,1.017000000,1.0,0.017000000
1595,-X,+Y,208607,1.017000000,1.0,0.017000000
1596,-X,+Y,208688,1.022000000,1.0,0.022000000
1597,-X,+Y,208767,1.022000000,1.0,0.022000000
1598,-X,+Y,208848,1.020000000,1.0,0.020000000
1599,-X,+Y,208927,1.016000000,1.0,0.016000000
1600,-X,+Y,209008,1.016000000,1.0,0.016000000
1601,-X,+Y,209087,1.020000000,1.0,0.020000000
1602,-X,+Y,209167,1.020000000,1.0,0.020000000
1603,-X,+Y,209247,1.015000000,1.0,0.015000000
1604,-X,+Y,209327,1.020000000,1.0,0.020000000
1605,-X,+Y,209408,1.017000000,1.0,0.017000000
1606,-X,+Y,209487,1.020000000,1.0,0.020000000
1607,-X,+Y,209568,1.016000000,1.0,0.016000000
1608,-X,+Y,209647,1.016000000,1.0,0.016000000
1609,-X,+Y,209728,1.020000000,1.0,0.020000000
1610,-X,+Y,209807,1.020000000,1.0,0.020000000
1611,-X,+Y,209888,1.015000000,1.0,0.015000000
1612,-X,+Y,209967,1.016000000,1.0,0.016000000
1613,-X,+Y,210047,1.019000000,1.0,0.019000000
1614,-X,+Y,210127,1.020000000,1.0,0.020000000
1615,-X,+Y,210207,1.019000000,1.0,0.019000000
1616,-X,+Y,210288,1.016000000,1.0,0.016000000
1617,-X,+Y,210367,1.016000000,1.0,0.016000000
1618,-X,+Y,210448,1.020000000,1.0,0.020000000
1619,-X,+Y,210527,1.020000000,1.0,0.020000000
1620,-X,+Y,210608,1.016000000,1.0,0.016000000
1621,-X,+Y,210687,1.023000000,1.0,0.023000000
1622,-X,+Y,210768,1.023000000,1.0,0.023000000
1623,-X,+Y,210847,1.020000000,1.0,0.020000000
1624,-X,+Y,210927,1.017000000,1.0,0.017000000
1625,-X,+Y,211007,1.016000000,1.0,0.016000000
1626,-X,+Y,211087,1.016000000,1.0,0.016000000
1627,-X,+Y,211168,1.016000000,1.0,0.016000000
1628,-X,+Y,211247,1.008000000,1.0,0.008000000
1629,-X,+Y,211328,1.016000000,1.0,0.016000000
1630,-X,+Y,211407,1.020000000,1.0,0.020000000
1631,-X,+Y,211488,1.031000000,1.0,0.031000000
1632,-X,+Y,211567,1.020000000,1.0,0.020000000
1633,-X,+Y,211648,1.016000000,1.0,0.016000000
1634,-X,+Y,211727,1.016000000,1.0,0.016000000
1635,-X,+Y,211807,1.020000000,1.0,0.020000000
1636,-X,+Y,211888,1.016000000,1.0,0.016000000
1637,-X,+Y,211967,1.015000000,1.0,0.015000000
1638,-X,+Y,212048,1.016000000,1.0,0.016000000
1639,-X,+Y,212127,1.016000000,1.0,0.016000000
1640,-X,+Y,212208,1.016000000,1.0,0.016000000
1641,-X,+Y,212287,1.019000000,1.0,0.019000000
1642,-X,+Y,212368,1.022000000,1.0,0.022000000
1643,-X,+Y,212447,1.017000000,1.0,0.017000000
1644,-X,+Y,212528,1.017000000,1.0,0.017000000
1645,-X,+Y,212607,1.020000000,1.0,0.020000000
1646,-X,+Y,212687,1.020000000,1.0,0.020000000
1647,-X,+Y,212768,1.020000000,1.0,0.020000000
1648,-X,+Y,212847,1.020000000,1.0,0.020000000
1649,-X,+Y,212928,1.016000000,1.0,0.016000000
1650,-X,+Y,213007,1.016000000,1.0,0.016000000
1651,-X,+Y,213088,1.015000000,1.0,0.015000000
1652,-X,+Y,213167,1.020000000,1.0,0.020000000
1653,-X,+Y,213248,1.016000000,1.0,0.016000000
1654,-X,+Y,213327,1.020000000,1.0,0.020000000
1655,-X,+Y,213408,1.022000000,1.0,0.022000000
1656,-X,+Y,213487,1.022000000,1.0,0.022000000
1657,-X,+Y,213568,1.022000000,1.0,0.022000000
1658,-X,+Y,213647,1.016000000,1.0,0.016000000
1659,-X,+Y,213727,1.016000000,1.0,0.016000000
1660,-X,+Y,213808,1.011000000,1.0,0.011000000
1661,-X,+Y,213887,1.011000000,1.0,0.011000000
1662,-X,+Y,213968,1.017000000,1.0,0.017000000
1663,-X,+Y,214047,1.027000000,1.0,0.027000000
1664,-X,+Y,214128,1.016000000,1.0,0.016000000
1665,-X,+Y,214207,1.020000000,1.0,0.020000000
1666,-X,+Y,214288,1.024000000,1.0,0.024000000
1667,-X,+Y,214367,1.020000000,1.0,0.020000000
1668,-X,+Y,214448,1.016000000,1.0,0.016000000
1669,-X,+Y,214527,1.016000000,1.0,0.016000000
1670,-X,+Y,214607,1.020000000,1.0,0.020000000
1671,-X,+Y,214688,1.020000000,1.0,0.020000000
1672,-X,+Y,214767,1.019000000,1.0,0.019000000
1673,-X,+Y,214848,1.030000000,1.0,0.030000000
1674,-X,+Y,214927,1.015000000,1.0,0.015000000
1675,-X,+Y,215008,1.016000000,1.0,0.016000000
1676,-X,+Y,215087,1.020000000,1.0,0.020000000
1677,-X,+Y,215168,1.016000000,1.0,0.016000000
1678,-X,+Y,215247,1.016000000,1.0,0.016000000
1679,-X,+Y,215327,1.023000000,1.0,0.023000000
1680,-X,+Y,215407,1.014000000,1.0,0.014000000
